user_id,user_name,game_id,login_datetime,logout_datetime,session_duration
800fcd60-52bb-3aff-addd-f88fdb860d1b,Bheemu Pratap,2,2020-03-26 00:00:00,2020-03-26 00:58:42,00:58:42
3e6d9ea1-cc78-35e1-a4d7-2f9449ae65dc,Mayursinh Pratap,1,2019-10-05 00:00:00,2019-10-05 00:52:38,00:52:38
20592b2f-fe9d-3cd7-8499-ad9bc88ebfde,Rubi Srivastav,2,2018-12-07 00:00:00,2018-12-07 00:48:47,00:48:47
d5a3329e-c4d1-3b1c-8978-a67d539ffe40,Kartick Gupta,4,2019-02-23 00:00:00,2019-02-23 00:27:39,00:27:39
709e198f-cba2-3886-be46-77769d2bdcf7,Ramilaben Kumar,4,2019-12-15 00:00:00,2019-12-15 01:00:11,01:00:11
9b6fee3d-6c93-31ad-99d3-7fdecdd2080d,Shorya Tiwari,2,2018-05-20 00:00:00,2018-05-20 01:13:48,01:13:48
14a0b646-c13d-32f7-adc1-059cf1b8e263,Dafda Seth,4,2019-11-15 00:00:00,2019-11-15 00:59:00,00:59:00
4f44c67f-a268-3066-ab0f-a87080ef8355,Prem Kumar Yadav,4,2019-09-27 00:00:00,2019-09-27 00:37:22,00:37:22
4cf244d6-8fee-3c71-81f0-2232b870eb29,Ramprawesh Vishwakarma,4,2019-04-11 00:00:00,2019-04-11 00:52:00,00:52:00
44a74ead-18d6-3a6f-852c-ab88f897571a,Paramesh Singh,4,2020-03-23 00:00:00,2020-03-23 00:22:57,00:22:57
0be515e3-8820-3ce0-81a6-8ec981fd1b53,Sweeti Srivastav,1,2019-09-08 00:00:00,2019-09-08 01:07:20,01:07:20
5d1b355f-4fb2-3962-8e71-0264e27db24b,Dheerendra Pandey,3,2018-10-07 00:00:00,2018-10-07 00:54:05,00:54:05
42095829-e9ad-3c49-ab42-b0679f6f947e,Mehmood Rai,3,2018-08-29 00:00:00,2018-08-29 00:36:24,00:36:24
fe236157-8b34-376e-8a90-0f8e1b852979,Abhineet Rao,4,2019-01-11 00:00:00,2019-01-11 00:43:23,00:43:23
c9cc08b3-b5e8-3155-855a-4bf23f2aabae,Tukai Rao,3,2018-06-14 00:00:00,2018-06-14 00:46:34,00:46:34
0fa144bb-0467-3dca-8a99-8f3ccf675bbd,Parita Singh,3,2020-04-27 00:00:00,2020-04-27 00:53:53,00:53:53
7d96bf57-7d83-35ff-af1b-7d0103a4ebf9,Vivo Mishra,1,2019-08-27 00:00:00,2019-08-27 00:59:37,00:59:37
147fe93d-57ea-34e0-b815-1cbe11bb4e1d,Shanmugavel Mishra,2,2020-01-09 00:00:00,2020-01-09 01:10:24,01:10:24
492273a3-c6c5-3e4e-bb94-35055363ea2b,Krishankant Srivastav,4,2018-12-22 00:00:00,2018-12-22 01:08:29,01:08:29
c09adbf8-5102-3382-a4af-535b298762b3,Gudiya Seth,3,2018-10-18 00:00:00,2018-10-18 00:29:21,00:29:21
6ff2929f-3c2b-338b-a038-c309ebc2dfd0,Rutvi Vishwakarma,1,2019-08-26 00:00:00,2019-08-26 00:49:36,00:49:36
a1f7d324-d450-3043-b56c-26bf559b6dbd,Jawed Pandey,1,2018-10-07 00:00:00,2018-10-07 00:18:54,00:18:54
9a58b437-7ba7-3265-9ab0-9983866f760b,Afsar Ali Singh,4,2020-02-21 00:00:00,2020-02-21 01:12:09,01:12:09
a2d994bc-7a57-36c4-aae1-63860f37f451,Chandrakishor Mishra,5,2018-07-04 00:00:00,2018-07-04 00:51:06,00:51:06
ccb6fdda-c8cb-3852-9400-c2615fbe44e8,Buddha Sonkar,2,2020-05-01 00:00:00,2020-05-01 01:06:52,01:06:52
6707cb53-f669-3fbb-b926-240ac54a7bd2,Dilip Vishwakarma,3,2018-11-30 00:00:00,2018-11-30 00:30:39,00:30:39
b6359973-1187-3e6d-a15d-82d3ad0dc3fb,Haradhan Yadav,1,2019-07-03 00:00:00,2019-07-03 00:20:59,00:20:59
f292debe-459c-3ded-ad71-ac54ee655891,Jailal Seth,1,2018-08-03 00:00:00,2018-08-03 00:57:38,00:57:38
b7369a65-41ac-387f-bd79-b761bd9b7c99,Bhakti Kumar,3,2018-10-20 00:00:00,2018-10-20 00:34:20,00:34:20
c5a7c9e7-b4c2-3682-8f15-3f464e20dd77,Md Raju Sonkar,5,2019-09-14 00:00:00,2019-09-14 00:49:21,00:49:21
f1be0a0a-ff3c-3d90-af1f-a0411e8a23f3,Areehah Divedi,2,2019-02-15 00:00:00,2019-02-15 00:51:11,00:51:11
2a365c8a-e235-370e-b15f-1b674a2ddf3f,Kamal Ahmad Rajput,5,2018-11-08 00:00:00,2018-11-08 01:08:16,01:08:16
78869e64-218d-3197-ae7e-0e105b2841b4,Tabish Pratap,3,2019-12-22 00:00:00,2019-12-22 00:44:19,00:44:19
5502212d-bc62-317b-8bad-a762231cddd0,Harikrishnan Rajput,5,2019-04-10 00:00:00,2019-04-10 01:00:07,01:00:07
5d8bd428-46b2-3640-b74d-5567b404d4b1,Manat Rai,4,2019-12-07 00:00:00,2019-12-07 00:16:49,00:16:49
90830f2d-b8e6-3370-84d9-112351f9cf1a,Kish Rai,4,2019-03-05 00:00:00,2019-03-05 00:39:27,00:39:27
18ba2411-b913-3a3e-a106-29ba8291c929,Gulap Singh,4,2019-10-04 00:00:00,2019-10-04 00:56:36,00:56:36
1d284874-ac83-3f59-811e-c023ab3e73c3,Numal Pandit,5,2018-08-22 00:00:00,2018-08-22 01:03:49,01:03:49
33af7786-d61c-3a7a-a8a0-8914718e5bcf,Poorva Srivastav,4,2018-06-23 00:00:00,2018-06-23 01:11:13,01:11:13
1a3a21c4-7bf5-3aa7-8f5f-e8369c26c759,Sanat Pandey,4,2019-10-28 00:00:00,2019-10-28 00:45:08,00:45:08
bf490d32-218e-3227-9415-2761b65999d9,Shekh Pandey,2,2019-08-02 00:00:00,2019-08-02 01:14:27,01:14:27
c95130be-3826-32ba-9c7f-df1af62ac455,Raiz Seth,1,2020-03-08 00:00:00,2020-03-08 00:31:03,00:31:03
79d49ad9-42a2-34be-9352-eb4d9dc20f4a,Natwar Vishwakarma,5,2018-09-12 00:00:00,2018-09-12 00:25:40,00:25:40
48117886-56e9-3bb7-993c-76f51f51284d,Piryanka Gupta,2,2019-02-23 00:00:00,2019-02-23 00:37:35,00:37:35
d2193b79-79df-33bd-a09c-c805229f153b,Jashvant Tiwari,3,2018-10-21 00:00:00,2018-10-21 01:05:47,01:05:47
f11a33c3-e567-3721-b2e6-436b5ac883e3,Mujammil Vishwakarma,5,2019-09-16 00:00:00,2019-09-16 00:58:30,00:58:30
57dd7a72-e7b1-3144-8b98-87624f7eeb1a,Gouse Divedi,4,2019-10-16 00:00:00,2019-10-16 00:54:00,00:54:00
19559430-45ce-31fc-97fe-7c1544461b9d,S V Gupta,5,2019-10-14 00:00:00,2019-10-14 00:30:50,00:30:50
cc68353c-332f-370f-b386-c56dd3fcbb84,Debraj Singh,2,2018-07-03 00:00:00,2018-07-03 00:34:27,00:34:27
7c19e802-784b-35c7-8808-4107d220bd54,Dablu Kumar Rajput,5,2019-01-28 00:00:00,2019-01-28 00:33:36,00:33:36
5a3b27d2-3b4c-311e-adcf-361b7840b955,Bihari Thakur,2,2020-03-07 00:00:00,2020-03-07 01:05:33,01:05:33
2500a239-5dff-3944-828e-7a4471b11f24,Ayus Pratap,3,2020-05-18 00:00:00,2020-05-18 00:39:24,00:39:24
13a4464f-258d-3612-92e9-f014ca68f088,महाकाल Maurya,4,2018-12-21 00:00:00,2018-12-21 01:15:51,01:15:51
d4d9c9d4-2c57-3b29-bfe0-1fc275c3cd19,Ektaa Pratap,1,2019-11-08 00:00:00,2019-11-08 00:36:44,00:36:44
f328acb4-b1df-3cd9-84b6-fb5b54a20564,Nirmol Divedi,2,2019-07-28 00:00:00,2019-07-28 00:20:13,00:20:13
7e27adb0-4744-36a7-aea3-b4bce96f6812,Amar Jyoti Sonkar,1,2020-02-08 00:00:00,2020-02-08 00:26:10,00:26:10
5ebd400e-49b0-3b4d-b3b1-bf1151888f7d,Vijaya Rajput,2,2018-08-05 00:00:00,2018-08-05 00:15:23,00:15:23
b380030d-ec20-321e-91b5-ddd1b21d0771,Balaraman Seth,4,2018-07-01 00:00:00,2018-07-01 00:51:08,00:51:08
69dea9c9-025a-38a2-a870-241ead392c3e,Kano Rao,3,2018-06-24 00:00:00,2018-06-24 00:31:55,00:31:55
aed63cc4-f22e-34d5-b0f6-e4853b510009,Hafizul Thakur,3,2019-12-14 00:00:00,2019-12-14 00:36:46,00:36:46
8f2ea41f-39f7-3b92-bfa6-3e191dd19da0,Zeenat Singh,5,2020-04-17 00:00:00,2020-04-17 01:05:52,01:05:52
cbcfab3d-2787-3a19-8863-ac153d86eb95,Ramphool Rajput,2,2018-05-24 00:00:00,2018-05-24 00:56:02,00:56:02
c30f6ae0-e198-36f9-accb-68a1b11e7964,Rumpa Yadav,1,2019-12-16 00:00:00,2019-12-16 01:14:49,01:14:49
505d6e9b-d2e0-31c3-8999-b41081cd2d09,Mahesh Kumar Rajput,5,2019-01-08 00:00:00,2019-01-08 00:19:14,00:19:14
09c51777-39c6-39c8-9fb7-a4cf0a10fb74,Sujat Kumar,2,2019-01-21 00:00:00,2019-01-21 00:53:04,00:53:04
6e44b38d-00de-3bcb-a064-cf94872f799f,Sai Sonkar,4,2018-11-18 00:00:00,2018-11-18 00:15:00,00:15:00
bcff58f2-a666-3c83-80f8-f50d68123ee8,Ratikanta Kumari,1,2019-01-04 00:00:00,2019-01-04 00:24:42,00:24:42
aa3dec75-5cc1-34a7-be84-cf3e6d7ac6c7,Mahraj Singh,5,2019-11-11 00:00:00,2019-11-11 00:40:27,00:40:27
f1994f52-647e-3d4a-b595-9d2315fea28d,Arshan Rai,2,2019-01-16 00:00:00,2019-01-16 00:38:31,00:38:31
b1b83889-9d35-3b5a-86c9-bf8b3c9464a7,Dinesha Thakur,4,2018-09-04 00:00:00,2018-09-04 00:47:39,00:47:39
6b398fdf-0c99-3111-9607-25df3f95c384,Jayan Maurrya,2,2020-02-24 00:00:00,2020-02-24 00:34:22,00:34:22
c7574f88-e8c8-3e45-b6b4-3657fc71d19a,Sheo Rai,3,2020-04-13 00:00:00,2020-04-13 00:45:41,00:45:41
c51fa191-02ce-3fd4-b9fa-a7d14b650e4c,Saifulla Srivastav,5,2019-07-26 00:00:00,2019-07-26 00:59:30,00:59:30
c414843f-cd9a-3bdb-a45e-19f7a8ef9640,Parijat Srivastav,1,2020-01-30 00:00:00,2020-01-30 01:04:34,01:04:34
4f353184-168d-3ae7-9576-21abaafb6f9d,Rani Kumari Rao,2,2019-06-06 00:00:00,2019-06-06 00:58:27,00:58:27
73184870-aaac-3226-beb9-a07c2019ef0a,Ishika Divedi,5,2018-10-05 00:00:00,2018-10-05 00:39:18,00:39:18
acb7b075-6126-3aa5-89f5-b62e4c193f5d,Surendr Tiwari,5,2019-05-12 00:00:00,2019-05-12 00:22:10,00:22:10
1b8830bb-c308-38b9-b053-0279ebc6b1d1,Akhtar Rai,4,2020-05-25 00:00:00,2020-05-25 01:07:22,01:07:22
fcb7c63e-415b-3ec4-aed8-7e272af16e1f,Mohd Shafi Gupta,1,2018-11-19 00:00:00,2018-11-19 00:46:30,00:46:30
7ca85f03-353c-3f94-ae05-4a431ff6183b,Divyendu Rao,4,2018-12-21 00:00:00,2018-12-21 01:05:48,01:05:48
e35c0c5f-15fe-312d-b570-656d3e325b31,Manjushree Maurya,1,2018-10-03 00:00:00,2018-10-03 00:59:16,00:59:16
c7d393f2-f3ad-37a7-907d-7ccd2966ed93,Chhoturam Srivastav,5,2019-01-22 00:00:00,2019-01-22 01:09:22,01:09:22
44f0d36a-7968-3041-b21c-c5190639bcec,Devlal Sonkar,3,2020-05-12 00:00:00,2020-05-12 00:52:20,00:52:20
4d256c0f-8578-331e-9894-cc65065e4bc8,Gobi Singh,4,2019-01-23 00:00:00,2019-01-23 01:00:31,01:00:31
56f350e3-7846-35ed-a3f9-becfb3d1bd04,Babaso Kumari,4,2019-12-08 00:00:00,2019-12-08 00:45:08,00:45:08
313e6b13-3b83-3903-865f-b24bd852929f,Rajni Pandey,4,2019-01-03 00:00:00,2019-01-03 00:52:14,00:52:14
fbcc08f2-427a-3e77-9ac3-9ea6696fbace,Rahul Roy Gupta,4,2020-03-02 00:00:00,2020-03-02 00:28:12,00:28:12
9a0d2636-4c33-3c68-9505-2f4dc8b1ddbc,Beant Sonkar,3,2018-09-02 00:00:00,2018-09-02 00:56:08,00:56:08
969f7d8a-1f1e-39ae-ab68-3866e0c981e2,Devdatt Pandey,3,2018-10-31 00:00:00,2018-10-31 01:02:38,01:02:38
a68277a3-8550-32b0-ba5a-ced5f532a5b0,Juri Sonkar,2,2020-05-03 00:00:00,2020-05-03 00:36:54,00:36:54
dd4f85fa-ae5e-3105-87f4-653fa4133a14,Aaysha Singh,3,2018-07-08 00:00:00,2018-07-08 00:29:46,00:29:46
9235b7d6-8d9d-34cf-9a8a-71b6be07462f,Athing Kumari,3,2019-11-30 00:00:00,2019-11-30 01:13:25,01:13:25
4371fe5b-da5e-3d41-b763-761f15133212,Nagababu Pratap,1,2018-07-29 00:00:00,2018-07-29 00:36:52,00:36:52
cef9883e-7c7e-3b29-b129-e7ce76e40ccc,Garib Thakur,2,2018-10-14 00:00:00,2018-10-14 00:36:26,00:36:26
126206b5-ded8-323e-a4a7-ef018a852426,Jamshed Divedi,3,2020-03-19 00:00:00,2020-03-19 00:46:39,00:46:39
3b48ed11-8a43-3f73-ba28-18c6717653df,Amaresh Kumari,2,2019-03-02 00:00:00,2019-03-02 00:36:47,00:36:47
008dc206-64a2-3310-9682-285c0e841010,Anok Maurya,5,2019-08-08 00:00:00,2019-08-08 01:04:49,01:04:49
b5707440-3b9c-3fe4-8848-46c5223d270a,Nanuram Pandey,1,2019-02-13 00:00:00,2019-02-13 00:29:35,00:29:35
16ed94b2-abfd-3315-840c-9c420f4d37c7,Jenish Pandey,1,2019-03-13 00:00:00,2019-03-13 01:10:19,01:10:19
a4eca07e-45fd-37da-abb0-46414caaa91c,Dharmpaal Rao,5,2020-04-02 00:00:00,2020-04-02 00:16:23,00:16:23
7db54866-f1eb-39e7-831c-6c4ac6ea9b47,ಬಸವರಾಜ Seth,3,2019-05-31 00:00:00,2019-05-31 00:33:52,00:33:52
790f9633-ca4c-388f-b2f4-839b02f37f89,Jaylal Pandey,3,2019-10-14 00:00:00,2019-10-14 00:56:39,00:56:39
70ddbeca-74c9-39c9-b665-07f82887b7b9,Amrit Lal Singh,4,2019-02-11 00:00:00,2019-02-11 00:17:08,00:17:08
e8481559-644d-32df-a4ee-d0a4d7a2fde3,Anantram Gupta,5,2019-02-22 00:00:00,2019-02-22 01:10:01,01:10:01
9363c92f-964d-33cc-9f1f-1816a49ebd06,Acharya Singh,3,2019-12-30 00:00:00,2019-12-30 00:21:45,00:21:45
5ce202e5-aeae-3702-9a1d-a689f6c3fd47,Rontu Vishwakarma,2,2020-03-20 00:00:00,2020-03-20 00:24:38,00:24:38
b97128b3-9ab3-3bb3-b305-8ccd29cee7fb,Shantinath Rajput,4,2020-02-02 00:00:00,2020-02-02 00:56:40,00:56:40
a38e9fca-58a1-323c-929e-548de4119bfe,Rahul Gupta Kumar,1,2020-02-15 00:00:00,2020-02-15 00:21:18,00:21:18
b96454d7-214e-3d42-98b8-b319dcc05e1f,Aarv Srivastav,4,2019-12-17 00:00:00,2019-12-17 00:17:28,00:17:28
c049c5fc-c73c-3745-9fdc-c7ed7edc78e1,Labh Seth,2,2018-06-06 00:00:00,2018-06-06 00:28:19,00:28:19
fecf839a-7906-3354-b3c4-fe17299c8abc,Luckey Pandey,1,2019-10-04 00:00:00,2019-10-04 01:04:15,01:04:15
a804ec87-8122-3050-9bbb-b3e1b65cecab,Jeelani Singh,1,2018-06-08 00:00:00,2018-06-08 00:58:28,00:58:28
66cd259d-d9bc-369c-a018-ec82a69a2e4b,Akan Seth,2,2019-03-27 00:00:00,2019-03-27 01:14:19,01:14:19
56b52b28-dd3e-3f47-8329-556de3ce02a2,Jehirul Sonkar,1,2020-02-03 00:00:00,2020-02-03 00:16:05,00:16:05
56c515ae-665d-302e-8a96-b6283342faca,Daksh Sonkar,3,2019-08-05 00:00:00,2019-08-05 00:44:43,00:44:43
7c624f81-d035-3e1c-b8e4-9bab9130da88,Ajmer Srivastav,5,2019-04-10 00:00:00,2019-04-10 00:48:15,00:48:15
570dae78-f542-3ddc-9f15-46b16f612448,Manash Kumar,3,2020-01-04 00:00:00,2020-01-04 00:42:03,00:42:03
df087ead-8b84-3d16-8a47-c95bb50e61b6,Ratna Singh,5,2019-06-27 00:00:00,2019-06-27 00:52:09,00:52:09
0bb4a18c-5e07-3e9e-9a9f-672be4a709e0,Harshraj Seth,2,2019-01-24 00:00:00,2019-01-24 00:25:55,00:25:55
19b9b9db-9ba5-3bd4-b828-76ff41f0e907,Akula Kumar,5,2020-05-15 00:00:00,2020-05-15 00:34:13,00:34:13
915c4cff-753f-314e-8452-a0447d016a7e,Vadher Maurrya,5,2020-05-20 00:00:00,2020-05-20 00:51:27,00:51:27
1d46981d-983c-3d12-8dce-8bb440de5aba,Kaleshwar Yadav,3,2018-11-17 00:00:00,2018-11-17 00:49:22,00:49:22
fd70289f-0362-39ec-a045-bb597e66a402,Harisingh Pandit,4,2020-02-02 00:00:00,2020-02-02 01:07:03,01:07:03
8c2a8bd7-1e68-375f-a754-e6f86f5ae7ac,Kshama Gupta,4,2019-12-05 00:00:00,2019-12-05 00:49:07,00:49:07
915d03a3-8493-359e-a6f5-6995c62c1fa1,Nareshbhai Srivastav,1,2019-08-12 00:00:00,2019-08-12 00:22:52,00:22:52
d369229c-c906-3264-a16c-1045f5c6dba5,Vikash Yadav Gupta,2,2019-07-11 00:00:00,2019-07-11 00:53:15,00:53:15
7c58c6f5-984b-39ca-a421-a0e2d52ba6e1,Divyam Rai,5,2019-06-16 00:00:00,2019-06-16 00:26:00,00:26:00
2a7e313e-8b78-334a-bb6d-397addc54bf7,प्रमोद Thakur,3,2019-05-22 00:00:00,2019-05-22 00:47:22,00:47:22
e9909f8c-0526-3a20-a911-21c9c554dfc7,Sajahan Seth,3,2018-08-07 00:00:00,2018-08-07 01:10:34,01:10:34
ae33221d-e2af-36ad-a70c-fd625489e244,Mukunda Gupta,4,2019-01-13 00:00:00,2019-01-13 01:14:58,01:14:58
52a47202-5747-3547-9ad7-468d3d4c7de4,Nijam Pandit,1,2019-10-28 00:00:00,2019-10-28 00:18:08,00:18:08
3e9ef05b-7dc0-364f-8d17-a7d0f62e2d09,Chauhan Srivastav,4,2019-09-11 00:00:00,2019-09-11 00:40:40,00:40:40
409516f4-c090-35af-8a86-0f318859dfe6,Nimbaram Pandey,2,2020-04-06 00:00:00,2020-04-06 01:12:33,01:12:33
79f91359-4e7e-3905-8a9b-90e58554727d,Sanjay Yadav Kumari,1,2018-08-13 00:00:00,2018-08-13 00:58:47,00:58:47
f273ac7c-42a7-3d28-b13a-a19c1c5a0742,Chandi Maurya,5,2019-12-05 00:00:00,2019-12-05 00:15:58,00:15:58
b7856fed-5b7a-3bdb-8f4e-440ef63ea2b3,Raj Patel Sonkar,1,2018-10-05 00:00:00,2018-10-05 01:08:02,01:08:02
a5f12d77-f07b-30a4-aecf-6c740dbe630b,Sindhuja Pandey,3,2020-01-28 00:00:00,2020-01-28 01:07:20,01:07:20
fc164edc-4f2f-37fa-bf6b-4db36f808b33,Ayushi Srivastav,4,2019-09-28 00:00:00,2019-09-28 01:05:40,01:05:40
db88e7a1-2e1b-3285-8978-f192ad012706,Aswath Sonkar,3,2020-03-13 00:00:00,2020-03-13 00:17:01,00:17:01
6a5629d1-aac8-32a5-ae83-235c14c95113,Umash Vishwakarma,4,2020-01-25 00:00:00,2020-01-25 00:44:15,00:44:15
e359d373-bda6-342d-a409-5d8a9c1d7c72,Bitul Sonkar,3,2019-04-26 00:00:00,2019-04-26 00:48:24,00:48:24
86c00a08-009d-3efd-b8ce-170e5ffdf7ca,Trivedi Sonkar,2,2018-08-23 00:00:00,2018-08-23 00:47:20,00:47:20
def96815-3f75-3732-8b01-c6ebb8277aae,Rabindranath Srivastav,3,2019-07-05 00:00:00,2019-07-05 01:07:48,01:07:48
b3bccc78-03cb-3f8d-877f-a783385793ae,Ragav Singh,1,2019-09-19 00:00:00,2019-09-19 00:23:40,00:23:40
ae1fa2d9-305a-3a93-a92d-a36e30a82c8c,गुलाब Sonkar,3,2018-05-31 00:00:00,2018-05-31 00:37:02,00:37:02
208753df-cd15-33f5-8d8e-9e04272b62cb,Sirajul Rajput,4,2019-10-01 00:00:00,2019-10-01 00:54:11,00:54:11
f612747d-86ca-3cc8-af8e-8949ea9b81d7,Adyashankar Sonkar,2,2020-05-06 00:00:00,2020-05-06 00:41:16,00:41:16
19fb6acf-5df4-3e01-9262-0e26bef19851,Hari Narayan Pandit,5,2018-09-14 00:00:00,2018-09-14 00:36:40,00:36:40
8bca725c-39a0-3f22-b50f-0fd6f3ecffa5,Joydip Srivastav,5,2020-02-02 00:00:00,2020-02-02 00:18:24,00:18:24
a127c9f2-bf82-3689-84b5-01d58e683163,Soaib Gupta,1,2020-05-12 00:00:00,2020-05-12 00:59:01,00:59:01
1168c789-50fe-3978-a97b-f6c872dfbda2,Devu Singh,4,2020-02-19 00:00:00,2020-02-19 01:01:15,01:01:15
f5c772b1-869a-3e4c-ac5a-fa9dda44cfdc,जगदीश Srivastav,4,2018-10-15 00:00:00,2018-10-15 00:57:44,00:57:44
45bd54b8-4c49-39da-82c1-049550039aeb,Akhilesh Yadav Seth,2,2019-12-19 00:00:00,2019-12-19 00:20:20,00:20:20
2a4af4e9-23ed-3ba9-80a3-c7b70097bc4f,Rajababu Vishwakarma,5,2018-09-01 00:00:00,2018-09-01 00:19:00,00:19:00
49b29571-bce9-3c79-8af3-28f18f3e933a,Mokim Seth,5,2019-12-13 00:00:00,2019-12-13 00:21:18,00:21:18
d17a980b-a170-363f-b1d8-ba2ced59b17e,Tribeni Divedi,1,2019-03-04 00:00:00,2019-03-04 00:24:09,00:24:09
3df5824e-ceb0-3a9c-890e-79b70545719a,Anil Pandey,3,2020-01-02 00:00:00,2020-01-02 00:15:58,00:15:58
8b22fbad-1229-3438-9c62-9378c55744c3,Ps Tiwari,5,2020-05-18 00:00:00,2020-05-18 00:57:31,00:57:31
df5626e0-6304-3ecd-85a6-83a2b5dc897d,Balak Kumari,4,2020-01-13 00:00:00,2020-01-13 00:26:21,00:26:21
8d78a290-5aae-3abc-9f6c-d6571c47eaf0,Hemanth Kumari,2,2019-01-27 00:00:00,2019-01-27 00:40:34,00:40:34
e62a0923-de79-35d3-a167-5a93ad9b4692,Kamal Kant Rajput,4,2020-01-23 00:00:00,2020-01-23 00:31:08,00:31:08
20441610-49e0-3798-8847-aae77e55185e,Shashidhara Maurya,5,2019-08-28 00:00:00,2019-08-28 00:57:05,00:57:05
5e969f08-cd05-3752-a9c8-7701b2e6587d,Prem Sagar Seth,3,2019-04-08 00:00:00,2019-04-08 00:51:51,00:51:51
f356f2da-9270-3c92-93b9-3732e90cc5da,Kureshi Seth,5,2020-02-17 00:00:00,2020-02-17 00:52:14,00:52:14
9abb4301-b8c6-3c5f-a471-c5e661159d17,Sajana Rai,2,2019-09-12 00:00:00,2019-09-12 01:04:27,01:04:27
6829a898-cd4f-35d1-beb7-5eeda5676515,Pramodkumar Srivastav,5,2018-05-25 00:00:00,2018-05-25 00:43:01,00:43:01
69eea51f-f8ff-3e2a-a85a-c139d9690cbd,सौरभ Divedi,5,2018-10-15 00:00:00,2018-10-15 00:20:54,00:20:54
559b8fa0-3a72-3862-8336-b87028e74a83,Kamru Sonkar,5,2020-04-29 00:00:00,2020-04-29 00:43:31,00:43:31
e5bf4ea1-63b5-315c-b713-579f2ee65a4f,Minam Divedi,3,2020-03-30 00:00:00,2020-03-30 01:10:57,01:10:57
84b7b8d6-4d1f-3631-819f-f8af19f273ca,Harilal Rao,4,2018-11-27 00:00:00,2018-11-27 00:16:29,00:16:29
67ddeb93-c6f9-3554-98fa-49dfedfa7332,Neeloo Yadav,3,2018-09-23 00:00:00,2018-09-23 00:20:57,00:20:57
92d0e8f4-017f-370b-98a4-c4856300af55,Litan Divedi,2,2019-06-12 00:00:00,2019-06-12 00:20:28,00:20:28
87ccd01a-2e44-371e-8e88-d69652741f66,Simpal Sonkar,1,2018-10-26 00:00:00,2018-10-26 00:54:27,00:54:27
